Word	VersionNum	WordType	Block	Word_ID_unique	RTclean_mean	RTclean_sd	Rtclean_n	zRTclean_mean	zRTclean_sd	zRTclean_n	ACC	ACC_n	Concrete_rating
confectionery	1	Concrete	4	10783	1275.86	331.40	21	1.05	1.01	21	67.74	31	3.75
confer	4	Abstract	1	40187	1048.72	342.42	25	-0.09	1.04	25	75.00	32	2.35
conference	2	Concrete	3	20610	1209.86	451.14	21	0.57	0.87	21	67.74	31	3.86
confetti	10	Concrete	1	100003	982.30	410.08	27	-0.09	0.98	27	84.38	32	4.93
confide	6	Abstract	2	60464	1026.27	320.63	26	0.04	0.81	26	83.87	31	1.81
confidential	10	Abstract	4	100942	912.53	285.72	30	-0.13	1.01	30	93.75	32	2.08
confidently	1	Abstract	3	10750	907.45	282.20	29	-0.32	0.60	29	93.55	31	2.11
confinement	2	Concrete	2	20371	1201.71	492.54	7	0.53	0.85	7	22.58	31	3.61
confirm	9	Abstract	4	90988	940.60	355.71	30	-0.02	0.90	30	100.00	30	2.15
conflict	3	Abstract	1	30181	1154.36	424.43	22	0.07	0.81	22	74.19	31	2.21
confluence	3	Abstract	4	30922	1037.28	396.82	29	0.18	0.89	29	96.77	31	2.22
conform	7	Abstract	1	70160	1128.58	384.81	31	0.22	1.02	31	100.00	31	1.83
conformity	1	Abstract	3	10648	1013.29	337.39	28	-0.05	0.78	28	90.32	31	1.79
confound	10	Abstract	3	100701	986.33	329.34	27	-0.04	0.80	27	87.50	32	2.22
confront	2	Abstract	1	20208	1120.18	347.00	22	0.34	1.07	22	67.74	31	2.43
confuse	5	Abstract	3	50648	1043.97	360.49	32	0.04	1.17	32	100.00	32	2.04
confusion	2	Abstract	2	20466	943.65	312.36	26	-0.24	0.62	26	83.87	31	2.24
congeal	9	Concrete	2	90362	1389.00	493.04	10	1.16	1.14	10	33.33	30	3.77
congestion	3	Concrete	4	30850	1279.45	439.73	20	0.86	1.13	20	67.74	31	3.61
congratulatory	3	Abstract	4	30954	1145.42	424.35	31	0.49	0.94	31	100.00	31	2.26
congregation	10	Concrete	2	100372	1154.09	478.28	11	0.53	1.07	11	34.38	32	4.15
congress	6	Concrete	3	60508	1040.41	242.11	17	0.26	0.76	17	54.84	31	3.9
congressman	10	Concrete	2	100290	1013.65	405.03	31	-0.07	0.78	31	96.88	32	4.58
congresswoman	4	Concrete	1	40070	896.03	243.71	31	-0.48	0.50	31	96.88	32	4.48
congruity	10	Abstract	1	100198	1173.27	512.53	26	0.34	1.25	26	81.25	32	1.68
conjecture	6	Abstract	1	60232	1232.67	409.48	21	0.40	0.75	21	67.74	31	1.75
conjoined	6	Concrete	2	60291	1370.56	284.27	16	0.98	0.98	16	51.61	31	3.59
conjugal	8	Abstract	2	80447	1099.48	363.03	29	0.22	0.80	29	96.77	31	2.32
conjugate	9	Abstract	1	90233	1273.64	419.62	25	0.58	1.00	25	83.33	30	2
conjunctivitis	3	Concrete	3	30554	1405.71	439.47	17	1.39	0.98	17	54.84	31	3.75
conjure	8	Abstract	1	80177	1123.25	415.21	28	0.18	0.94	28	90.32	31	2.3
conquistador	2	Concrete	2	20259	1203.00	451.44	23	0.62	1.13	23	74.19	31	4.34
conscience	8	Abstract	1	80246	1129.58	403.15	31	0.30	1.01	31	100.00	31	1.96
consciously	8	Abstract	2	80446	931.61	357.42	31	-0.28	0.89	31	100.00	31	2.07
consecrate	6	Abstract	2	60419	1313.05	490.23	22	0.85	1.05	22	80.65	31	1.77
consecutive	5	Abstract	2	50386	1115.43	431.60	28	0.46	1.35	28	96.88	32	2.48
consensus	8	Abstract	4	80898	1072.93	480.70	28	0.22	1.06	28	90.32	31	2.32
consent	1	Abstract	1	10150	1172.55	484.46	29	0.41	1.16	29	93.55	31	2.08
consenting	6	Abstract	3	60742	1180.20	480.22	30	0.43	1.02	30	96.77	31	1.72
consequent	7	Abstract	1	70182	1224.38	404.48	29	0.41	0.95	29	100.00	31	1.83
conservation	2	Abstract	1	20143	1239.16	377.86	19	0.65	1.15	19	61.29	31	2.41
conservatory	6	Concrete	2	60348	1238.70	471.27	20	0.79	1.07	20	64.52	31	4.24
conserve	4	Abstract	1	40172	1098.55	524.84	29	0.08	1.08	29	90.63	32	1.96
consider	8	Abstract	3	80667	904.61	260.19	31	-0.32	0.63	31	100.00	31	1.68
consideration	7	Abstract	2	70418	998.71	357.64	31	0.04	1.01	31	100.00	31	1.86
consign	3	Abstract	1	30145	1246.40	470.63	25	0.52	1.08	25	80.65	31	2
consist	5	Abstract	4	51000	872.83	277.56	30	-0.32	0.83	30	93.75	32	2.07
consistent	6	Abstract	3	60652	1088.36	337.09	25	0.29	0.82	25	83.87	31	2.21
consistently	10	Abstract	2	100388	1014.87	448.57	31	-0.10	0.84	31	96.88	32	2.04
consolation	4	Abstract	2	40404	1214.41	422.44	29	0.78	1.30	29	90.63	32	2.14
console	1	Concrete	3	10579	994.64	389.02	14	-0.05	1.02	14	45.16	31	3.86
conspiracy	10	Abstract	1	100227	1017.52	383.15	29	0.00	0.97	29	90.63	32	1.76
conspiring	4	Abstract	4	40906	898.73	272.78	30	-0.08	0.87	30	96.88	32	2.11
constable	10	Concrete	2	100271	1141.43	393.09	21	0.55	1.11	21	65.63	32	4.54
constancy	9	Abstract	3	90665	1036.54	331.65	28	0.21	0.87	28	93.33	30	1.83
constellation	3	Concrete	2	30262	1204.83	446.39	24	0.47	0.80	24	77.42	31	4.31
constitute	3	Abstract	2	30420	1181.73	427.22	26	0.54	0.99	26	83.87	31	2.13
constrictor	1	Concrete	2	10262	1130.83	430.34	30	0.21	0.92	30	96.77	31	3.93
constructor	3	Concrete	4	30752	830.70	333.01	30	-0.44	0.82	30	96.77	31	3.86
construe	4	Abstract	4	40900	1085.39	362.35	28	0.60	1.20	28	90.63	32	1.88
consulate	7	Concrete	2	70371	1237.67	548.99	9	0.70	1.28	9	25.81	31	3.6
consultant	2	Concrete	3	20578	1017.50	512.39	26	-0.09	0.94	26	80.65	31	3.97
consumer	10	Concrete	1	100096	899.86	365.23	28	-0.49	0.77	28	87.50	32	3.57
consummate	2	Abstract	4	20888	1122.21	394.44	19	0.57	1.16	19	61.29	31	2.08
container	10	Concrete	4	100842	1021.56	443.51	32	0.13	1.18	32	100.00	32	4.85
contemplation	3	Abstract	4	30931	1067.27	381.97	30	0.41	1.14	30	100.00	31	1.83
contemplative	2	Abstract	3	20709	976.47	338.75	30	0.01	0.78	30	96.77	31	1.78
contempt	1	Abstract	2	10409	917.38	289.41	29	-0.33	0.58	29	96.77	31	1.82
contemptuous	7	Abstract	3	70644	977.66	421.11	29	-0.11	0.93	29	100.00	31	1.69
contend	3	Abstract	2	30433	1058.04	296.10	27	0.26	0.84	27	87.10	31	2.07
contented	7	Abstract	3	70737	1076.88	470.83	25	0.01	0.90	25	87.10	31	2.15
contention	10	Abstract	3	100720	1071.76	459.72	29	0.19	0.93	29	90.63	32	1.75
contentment	4	Abstract	3	40681	991.03	286.60	31	0.17	0.87	31	96.88	32	2.25
contestant	6	Concrete	3	60603	1242.04	571.16	23	0.45	1.15	23	77.42	31	4.17
context	8	Abstract	4	80990	1090.12	398.89	25	0.42	1.01	25	87.10	31	2.17
contextual	10	Abstract	4	100980	945.96	405.22	27	-0.16	0.90	27	87.50	32	2.18
continent	10	Concrete	1	100064	1102.48	442.07	23	0.16	1.21	23	71.88	32	4.34
continual	5	Abstract	2	50431	974.90	322.15	31	-0.08	0.82	31	96.88	32	2.3
continuation	8	Abstract	1	80189	1252.25	450.24	28	0.58	0.95	28	90.32	31	2.36
continuity	6	Abstract	3	60719	985.31	456.17	29	-0.15	0.90	29	90.32	31	2.03
continuous	7	Abstract	2	70404	999.66	336.01	29	0.04	0.80	29	93.55	31	2.11
continuum	5	Abstract	3	50643	1135.42	328.89	26	0.51	1.12	26	81.25	32	2.36
contraceptive	1	Concrete	2	10286	1090.10	356.10	21	0.46	1.10	21	70.97	31	3.89
contract	4	Concrete	3	40587	1248.43	380.93	23	0.83	1.13	23	71.88	32	4.15
contracted	5	Abstract	1	50240	1131.35	457.01	26	0.42	1.14	26	81.25	32	2.33
contractor	1	Concrete	1	10097	995.26	332.56	31	-0.15	0.72	31	100.00	31	4.2
contradict	4	Abstract	1	40213	1155.74	423.38	31	0.41	1.15	31	96.88	32	2.24
contraption	1	Concrete	1	10062	1131.74	303.45	23	0.23	0.64	23	80.65	31	3.66
contribute	10	Abstract	4	100983	1083.57	484.39	30	0.11	1.02	30	93.75	32	2.13
contributor	6	Concrete	3	60613	1110.88	441.53	24	0.35	1.01	24	77.42	31	3.6
contrite	8	Abstract	1	80168	1226.37	418.65	27	0.53	0.99	27	87.10	31	2.32
contrive	2	Abstract	3	20726	969.70	333.40	30	-0.10	0.74	30	100.00	31	1.96
controller	3	Concrete	3	30575	847.47	286.34	30	-0.51	0.72	30	96.77	31	4.33
contusion	7	Concrete	3	70595	1307.63	470.87	8	0.88	1.19	8	25.81	31	4.04
convalesce	2	Abstract	2	20490	1110.18	485.75	28	0.43	1.28	28	87.10	31	2.08
convenience	2	Abstract	3	20639	1031.43	414.58	30	0.12	0.99	30	96.77	31	2.04
conveniently	10	Abstract	3	100700	952.21	298.81	29	-0.24	0.63	29	90.63	32	1.67
convergent	3	Abstract	1	30243	1252.28	413.41	25	0.50	0.94	25	87.10	31	2.08
conversely	3	Abstract	4	30905	1020.87	500.34	31	0.07	1.03	31	100.00	31	1.7
converted	2	Abstract	1	20159	1225.04	377.30	27	0.53	1.06	27	87.10	31	2.2
converter	2	Concrete	4	20852	1061.30	360.93	27	0.18	0.71	27	87.10	31	3.61
converting	10	Abstract	4	100950	992.11	341.44	27	0.02	0.73	27	84.38	32	2.19
convey	6	Abstract	4	60878	977.74	291.03	27	-0.18	0.62	27	87.10	31	1.72
conveyor	3	Concrete	3	30572	1090.11	456.83	27	0.20	0.87	27	87.10	31	4.22
conviction	6	Abstract	2	60388	1079.84	446.72	25	0.20	1.12	25	87.10	31	2.07
convince	9	Abstract	3	90721	937.31	395.89	29	-0.23	0.93	29	96.67	30	1.85
convincingly	4	Abstract	4	40887	907.31	292.69	32	-0.05	0.86	32	100.00	32	1.65
convolution	1	Abstract	4	10921	1132.20	427.19	25	0.57	1.16	25	77.42	31	1.82
convulse	1	Concrete	1	10078	1231.47	452.44	15	0.51	1.05	15	48.39	31	3.74
convulsion	4	Concrete	1	40113	1190.77	277.68	13	0.29	0.53	13	40.63	32	3.62
cookbook	7	Concrete	4	70793	799.84	335.33	31	-0.58	0.80	31	100.00	31	4.9
cookhouse	3	Concrete	2	30270	776.39	269.86	31	-0.81	0.66	31	100.00	31	4.62
cookout	2	Concrete	2	20273	927.38	443.86	29	-0.22	1.00	29	93.55	31	4.25
coolant	5	Concrete	2	50258	993.41	222.73	22	0.14	0.79	22	68.75	32	4.25
cooler	2	Concrete	3	20554	774.72	216.95	29	-0.67	0.58	29	93.55	31	4.14
coolly	8	Abstract	1	80171	1159.96	473.15	24	0.25	1.06	24	80.65	31	1.86
cooperate	3	Abstract	3	30702	1073.63	414.07	27	0.20	1.01	27	90.32	31	1.87
coordinate	8	Abstract	2	80498	1130.52	369.44	25	0.51	1.13	25	87.10	31	2.36
cope	1	Abstract	1	10217	1058.00	309.08	25	0.12	0.84	25	80.65	31	1.78
copier	8	Concrete	1	80098	986.41	407.46	29	-0.29	0.93	29	96.77	31	4.72
copilot	3	Concrete	4	30821	997.46	347.65	28	0.07	1.05	28	90.32	31	4.59
coping	4	Abstract	2	40471	905.58	283.85	26	-0.15	0.98	26	81.25	32	1.67
copious	8	Abstract	4	80915	978.10	331.11	29	0.07	0.96	29	93.55	31	2.38
copiously	9	Abstract	1	90132	1133.60	478.15	30	0.19	1.18	30	100.00	30	1.58
copperhead	3	Concrete	4	30811	900.90	286.80	31	-0.15	0.93	31	100.00	31	4.73
copybook	9	Concrete	2	90311	774.10	236.80	30	-0.70	0.60	30	100.00	30	4.67
copycat	7	Concrete	2	70260	872.81	406.21	26	-0.38	1.04	26	83.87	31	3.65
copywriter	9	Concrete	3	90557	790.00	250.16	30	-0.60	0.61	30	100.00	30	4.07
cordially	2	Abstract	1	20146	1099.21	485.46	29	0.03	0.93	29	93.55	31	1.71
corduroy	9	Concrete	2	90265	1066.55	283.71	22	0.42	0.82	22	73.33	30	4.56
corkscrew	2	Concrete	4	20811	911.48	462.69	31	-0.27	0.91	31	100.00	31	4.85
cornbread	6	Concrete	2	60251	884.42	291.60	31	-0.41	0.70	31	100.00	31	4.79
cornea	8	Concrete	3	80521	963.65	391.34	31	-0.09	1.02	31	100.00	31	4.86
cornerstone	4	Concrete	3	40540	1000.43	395.48	30	0.09	1.11	30	93.75	32	4.04
cornfield	4	Concrete	2	40274	836.58	266.10	31	-0.52	0.80	31	96.88	32	4.96
cornflakes	5	Concrete	3	50593	869.41	229.42	32	-0.52	0.51	32	100.00	32	4.82
cornflower	5	Concrete	4	50800	741.26	218.90	31	-0.78	0.60	31	96.88	32	4.71
cornmeal	9	Concrete	2	90324	921.33	338.92	30	-0.13	1.07	30	100.00	30	4.83
cornstarch	8	Concrete	1	80095	844.73	206.62	30	-0.58	0.52	30	96.77	31	4.56
cornucopia	7	Concrete	4	70813	1170.45	546.04	20	0.78	1.29	20	61.29	31	4.11
corny	5	Abstract	4	50986	965.38	223.74	21	-0.03	0.67	21	65.63	32	2.18
corporate	1	Abstract	4	10954	1200.00	531.97	18	0.81	1.29	18	58.06	31	2.27
correlate	6	Abstract	1	60155	1195.18	455.65	28	0.33	1.12	28	93.55	31	1.63
correlation	2	Abstract	3	20685	1186.93	401.00	28	0.62	0.93	28	96.77	31	2.04
correspond	1	Abstract	4	10966	1058.87	449.73	30	0.23	1.11	30	96.77	31	2.27
corridor	6	Concrete	3	60577	959.97	362.46	30	-0.14	0.91	30	96.77	31	4.72
corroborate	8	Abstract	3	80641	1079.36	430.01	28	0.40	1.09	28	93.55	31	1.76
corroborative	2	Abstract	4	20946	971.00	364.72	30	0.01	0.86	30	96.77	31	2
corrode	3	Concrete	3	30527	1141.65	377.99	20	0.49	1.08	20	64.52	31	4.04
corrosion	7	Concrete	3	70567	1188.29	267.62	21	0.78	0.99	21	74.19	31	4.26
corrugated	3	Concrete	3	30549	1478.33	588.21	9	1.04	1.09	9	32.26	31	3.76
corrupted	10	Abstract	2	100398	1023.71	305.29	31	0.04	0.77	31	96.88	32	2.14
corrupting	10	Abstract	1	100148	1094.18	432.00	28	0.13	0.97	28	87.50	32	2.21
corruption	4	Abstract	4	40955	905.07	274.37	27	-0.06	0.86	27	87.50	32	2.39
corruptly	3	Abstract	4	30978	880.20	314.95	30	-0.25	0.79	30	96.77	31	1.79
cortisone	4	Concrete	4	40819	1036.91	301.02	22	0.40	0.96	22	75.00	32	3.65
corvette	6	Concrete	2	60264	1031.90	440.48	30	0.01	0.80	30	96.77	31	4.76
cosmetician	2	Concrete	4	20753	1085.68	331.90	28	0.32	0.96	28	93.55	31	4.15
cosmetics	10	Concrete	2	100256	883.15	226.86	27	-0.20	0.82	27	87.50	32	4.72
cosmically	7	Abstract	1	70244	1151.97	427.76	29	0.34	1.01	29	93.55	31	1.96
cosmonaut	4	Concrete	1	40041	1171.17	439.07	23	0.37	1.08	23	68.75	32	4.46
costly	7	Abstract	2	70400	978.03	391.46	30	0.00	0.99	30	96.77	31	2.07
costume	5	Concrete	1	50088	809.48	253.54	31	-0.61	0.75	31	100.00	32	4.57
costumer	7	Concrete	2	70319	898.70	405.62	30	-0.38	0.94	30	100.00	31	4.04
cottage	2	Concrete	2	20350	780.00	270.90	31	-0.76	0.58	31	100.00	31	4.85
cotton	6	Concrete	3	60513	704.58	204.87	31	-0.98	0.49	31	100.00	31	4.97
cottonmouth	3	Concrete	2	30285	1168.59	592.48	29	0.27	1.12	29	93.55	31	3.75
cottontail	7	Concrete	1	70001	1038.90	371.89	29	-0.03	0.88	29	96.77	31	4.45
couch	4	Concrete	1	40049	737.00	123.32	32	-0.90	0.44	32	100.00	32	4.71
couched	2	Abstract	1	20218	1226.00	202.41	12	0.86	0.82	12	38.71	31	2.3
cough	4	Concrete	3	40624	841.37	282.85	30	-0.33	1.05	30	90.63	32	4.36
councilman	8	Concrete	4	80827	852.82	235.42	28	-0.41	0.61	28	90.32	31	4.26
councilwoman	3	Concrete	3	30562	892.74	325.66	31	-0.37	0.77	31	100.00	31	4.59
counsel	9	Abstract	4	90963	1094.54	590.23	13	0.42	1.43	13	43.33	30	2.48
counselor	1	Concrete	4	10828	818.00	280.60	31	-0.42	0.94	31	100.00	31	4.24
counteract	3	Abstract	3	30747	1295.17	522.12	29	0.81	1.13	29	93.55	31	2.14
counterclockwise	10	Concrete	3	100506	1215.26	507.75	23	0.57	1.27	23	78.13	32	3.67
counterfeit	5	Concrete	1	50027	1215.17	413.47	12	0.85	1.35	12	40.63	32	3.64
counterfeiter	2	Concrete	2	20252	1252.48	420.12	25	1.00	1.02	25	87.10	31	3.96
countess	3	Concrete	4	30785	1124.56	356.67	16	0.53	0.81	16	54.84	31	3.68
counting	7	Concrete	1	70077	1057.23	376.75	22	0.06	1.08	22	70.97	31	3.57
countless	4	Abstract	3	40721	895.41	216.07	29	-0.27	0.69	29	90.63	32	1.72
country	10	Concrete	4	100782	790.24	251.38	29	-0.65	0.49	29	90.63	32	4.17
countryman	6	Concrete	4	60801	862.74	349.34	31	-0.52	0.63	31	100.00	31	3.66
countryside	1	Concrete	1	10125	902.57	319.94	30	-0.30	0.94	30	96.77	31	4.48
countrywoman	1	Concrete	4	10753	813.39	273.96	31	-0.44	0.89	31	100.00	31	4.25
county	3	Concrete	1	30085	1151.83	559.09	24	0.12	0.99	24	77.42	31	4.04
coupler	8	Concrete	1	80004	1106.25	346.81	28	0.28	0.91	28	90.32	31	3.6
coupon	3	Concrete	2	30365	761.42	221.95	31	-0.80	0.64	31	100.00	31	4.79
courage	5	Abstract	1	50126	1014.80	407.11	30	0.02	1.06	30	93.75	32	1.52
courageous	7	Abstract	4	70879	891.17	322.13	29	-0.20	0.92	29	93.55	31	2
courageously	6	Abstract	3	60647	939.19	432.52	27	-0.30	0.93	27	93.55	31	1.76
coursing	2	Abstract	3	20738	1171.96	465.24	24	0.48	0.83	24	83.87	31	1.96
courteous	9	Abstract	2	90428	1023.43	419.18	28	0.13	0.91	28	93.33	30	1.97
courteously	5	Abstract	4	50973	937.39	300.16	31	-0.15	0.67	31	96.88	32	2.38
courtesy	3	Abstract	3	30643	992.20	428.83	30	-0.12	1.06	30	96.77	31	1.77
courthouse	7	Concrete	3	70579	756.03	249.04	31	-0.79	0.53	31	100.00	31	4.86
courtly	5	Abstract	3	50685	1032.07	294.78	30	-0.06	0.65	30	93.75	32	1.64
courtroom	9	Concrete	1	90040	885.83	271.23	29	-0.59	0.55	29	96.67	30	4.63
courtyard	8	Concrete	3	80537	845.47	418.35	30	-0.57	0.84	30	96.77	31	4.57
cousin	4	Concrete	3	40570	762.94	262.47	31	-0.65	0.95	31	93.75	32	3.7
coverall	10	Concrete	3	100510	1076.76	317.53	21	0.51	0.93	21	65.63	32	4.36
covert	2	Abstract	4	20957	1252.89	494.81	27	0.97	1.38	27	87.10	31	1.72
covertly	3	Abstract	1	30137	1133.70	445.59	30	0.17	1.03	30	96.77	31	1.74
covet	10	Abstract	2	100393	1007.07	180.70	14	0.48	0.81	14	46.88	32	1.93
coveted	2	Abstract	2	20471	1076.32	438.31	28	0.24	0.99	28	90.32	31	1.89
coveting	1	Abstract	2	10418	1069.29	374.20	24	0.31	1.04	24	80.65	31	2.36
cowardice	10	Abstract	3	100660	1097.62	397.31	26	0.27	1.14	26	84.38	32	2.1
cowardly	6	Abstract	3	60716	970.38	396.95	29	-0.12	0.90	29	93.55	31	1.96
cowgirl	8	Concrete	4	80835	738.35	216.59	31	-0.80	0.51	31	100.00	31	4.63
cowhide	3	Concrete	4	30812	986.47	436.16	30	-0.04	1.07	30	96.77	31	4.76
cowlick	9	Concrete	4	90772	835.67	230.26	27	-0.42	0.70	27	90.00	30	4.04
cowskin	10	Concrete	1	100013	874.71	383.11	31	-0.51	1.00	31	96.88	32	4.81
coy	5	Abstract	4	50918	932.84	221.28	25	-0.18	0.66	25	78.13	32	1.89
coyly	8	Abstract	3	80650	959.94	335.37	31	-0.18	0.70	31	100.00	31	1.92
coyote	7	Concrete	3	70581	850.19	425.18	31	-0.58	0.82	31	100.00	31	4.96
cozier	9	Abstract	4	90908	1137.50	410.52	16	0.63	1.19	16	56.67	30	2.38
crab	1	Concrete	2	10267	790.87	314.81	30	-0.77	0.70	30	96.77	31	4.9
crabby	8	Abstract	3	80688	1222.33	483.60	18	0.74	0.96	18	61.29	31	2.12
crabgrass	7	Concrete	2	70320	976.30	407.75	30	-0.04	1.01	30	96.77	31	4.52
cracker	2	Concrete	3	20584	787.35	280.57	31	-0.68	0.74	31	100.00	31	4.96
crackers	6	Concrete	4	60853	866.32	331.06	31	-0.45	0.77	31	100.00	31	4.93
crackling	4	Concrete	3	40592	1057.30	313.68	23	0.47	1.26	23	78.13	32	3.67
craftily	9	Abstract	2	90383	1060.35	530.08	26	0.10	1.29	26	86.67	30	2.14
craftsman	8	Concrete	3	80625	783.45	187.88	31	-0.57	0.76	31	100.00	31	4
crafty	10	Abstract	4	100943	1000.77	324.43	22	0.25	1.12	22	68.75	32	2.45
cranberry	10	Concrete	3	100616	841.35	314.12	31	-0.63	0.71	31	96.88	32	4.96
crank	1	Concrete	1	10046	984.41	331.82	27	-0.17	0.90	27	87.10	31	4.5
crankshaft	1	Concrete	1	10108	1076.26	423.59	31	0.02	0.85	31	100.00	31	4.73
cranky	7	Abstract	4	70997	933.12	248.85	25	0.02	0.78	25	80.65	31	2.15
crappy	5	Abstract	4	50989	896.90	223.92	29	-0.23	0.74	29	90.63	32	1.67
craving	8	Abstract	4	80880	1140.26	340.44	23	0.65	0.88	23	74.19	31	2.07
crawfish	9	Concrete	2	90315	829.76	285.76	29	-0.48	0.96	29	100.00	30	5
crawlers	4	Concrete	1	40060	1070.03	365.08	30	0.05	0.80	30	93.75	32	4.12
crawling	2	Concrete	3	20563	933.36	285.86	28	-0.28	0.64	28	90.32	31	4.47
crawlspace	7	Concrete	3	70566	1034.87	485.64	30	0.10	1.01	30	96.77	31	4.96
crayfish	7	Concrete	2	70303	759.55	204.34	31	-0.74	0.56	31	100.00	31	4.93
crayon	6	Concrete	3	60546	783.67	264.68	30	-0.68	0.72	30	96.77	31	4.87
craze	5	Abstract	1	50152	1043.96	284.44	27	0.20	0.83	27	84.38	32	2.04
crazily	5	Abstract	4	50991	885.45	377.77	31	-0.43	0.87	31	100.00	32	1.85
craziness	7	Abstract	4	70979	907.29	206.77	31	-0.10	0.74	31	100.00	31	2.36
crazy	4	Abstract	1	40142	964.23	330.35	30	-0.25	0.97	30	96.88	32	2.37
creamer	1	Concrete	2	10335	928.17	465.01	29	-0.36	0.76	29	90.32	31	4.66
creamery	5	Concrete	4	50837	1056.10	339.13	20	0.37	1.06	20	65.63	32	4.03
creamy	8	Concrete	1	80025	1026.65	481.68	26	-0.16	1.17	26	87.10	31	3.62
creation	10	Abstract	3	100704	936.52	283.13	27	-0.20	0.90	27	84.38	32	2.15
creative	10	Abstract	3	100645	955.45	310.08	31	-0.21	1.03	31	96.88	32	1.93
creatively	10	Abstract	3	100662	968.07	325.66	30	-0.13	0.82	30	93.75	32	2
creature	7	Concrete	3	70530	884.59	316.26	29	-0.35	0.80	29	93.55	31	4.07
credence	1	Abstract	1	10130	1276.23	546.83	26	0.68	1.31	26	87.10	31	1.92
credibility	5	Abstract	1	50232	1169.19	445.35	31	0.44	0.95	31	96.88	32	2.29
credible	1	Abstract	4	10963	1019.55	419.87	29	0.20	1.17	29	93.55	31	1.72
credibly	9	Abstract	4	90918	830.97	226.58	29	-0.34	0.86	29	100.00	30	1.41
creed	6	Abstract	3	60634	1098.28	478.62	18	0.22	0.99	18	58.06	31	2.1
creepy	5	Abstract	4	50999	939.16	356.00	32	-0.13	0.95	32	100.00	32	2.33
cremate	2	Concrete	4	20874	1074.15	484.74	27	0.28	1.03	27	87.10	31	4.1
cremation	10	Concrete	4	100785	1016.14	491.26	21	0.18	1.08	21	71.88	32	3.69
crematorium	2	Concrete	3	20539	1142.96	344.54	26	0.60	0.93	26	83.87	31	4.43
crematory	8	Concrete	4	80789	1260.17	477.97	24	0.82	1.14	24	74.19	31	4.56
creole	4	Concrete	4	40802	1048.71	350.49	21	0.39	1.04	21	67.74	31	3.7
crescent	1	Concrete	3	10616	1120.41	394.45	29	0.41	0.80	29	93.55	31	4.04
crestfallen	3	Abstract	2	30467	1269.15	369.55	20	0.86	0.93	20	67.74	31	2.27
crevasse	6	Concrete	1	60068	1122.04	383.07	24	0.26	0.88	24	77.42	31	4.69
crevice	2	Concrete	3	20611	1141.80	424.58	25	0.58	0.91	25	80.65	31	4.43
crewman	7	Concrete	4	70765	843.90	341.29	30	-0.42	0.96	30	100.00	31	4.39
cribbage	6	Concrete	2	60326	1100.00	422.17	29	0.18	0.94	29	93.55	31	3.58
cricket	2	Concrete	3	20546	846.42	365.78	31	-0.59	0.71	31	100.00	31	4.77
criminologist	1	Concrete	4	10849	918.87	322.05	31	-0.14	1.01	31	100.00	31	3.6
crimp	7	Concrete	3	70577	1047.32	393.14	22	0.33	0.83	22	70.97	31	4
crimping	1	Concrete	3	10512	1176.19	335.28	21	0.74	1.08	21	70.97	31	3.71
crinkle	4	Concrete	4	40821	967.44	273.19	32	0.17	0.96	32	100.00	32	3.7
cripple	3	Concrete	1	30094	960.86	290.35	22	-0.28	1.01	22	70.97	31	3.78
crises	10	Abstract	3	100707	1161.88	459.36	26	0.70	1.16	26	81.25	32	2.11
crisis	3	Abstract	3	30707	1078.65	452.12	23	0.17	0.91	23	74.19	31	2.33
crispness	8	Concrete	4	80810	1025.39	393.47	18	0.28	1.15	18	61.29	31	3.58
crisps	5	Concrete	3	50517	1058.81	431.34	32	0.04	0.83	32	100.00	32	4.04
critical	8	Abstract	4	80958	1025.30	324.05	30	0.16	0.89	30	96.77	31	2.14
critically	4	Abstract	3	40696	898.13	284.91	30	-0.24	0.85	30	96.88	32	1.93
criticism	9	Abstract	1	90126	1087.67	324.86	27	0.04	0.80	27	90.00	30	2.07
critter	5	Concrete	2	50335	883.48	287.14	31	-0.46	0.71	31	96.88	32	4.19
croak	7	Concrete	2	70333	872.81	274.66	26	-0.20	1.15	26	90.32	31	3.82
crocheting	7	Concrete	3	70521	1071.22	440.80	27	0.45	1.43	27	90.32	31	4.33
crocodile	5	Concrete	1	50006	756.78	125.06	32	-0.75	0.39	32	100.00	32	4.83
croissant	8	Concrete	2	80289	842.30	257.23	30	-0.43	0.56	30	96.77	31	4.96
crooked	6	Concrete	1	60117	1049.67	414.59	24	-0.08	1.09	24	77.42	31	3.79
crop	9	Concrete	4	90809	857.24	290.31	29	-0.36	0.82	29	96.67	30	4.24
croquet	6	Concrete	2	60299	1072.33	473.00	30	0.06	0.86	30	96.77	31	4.59
croquette	7	Concrete	1	70105	1237.82	554.32	28	0.41	1.18	28	90.32	31	4.24
crossbar	3	Concrete	1	30028	837.57	237.89	30	-0.63	0.77	30	96.77	31	4.57
crossbeam	7	Concrete	2	70296	955.59	320.18	29	-0.08	0.64	29	93.55	31	4.82
crossbones	8	Concrete	3	80613	907.00	279.84	30	-0.28	0.77	30	100.00	31	4.07
crossbow	4	Concrete	1	40059	911.59	308.91	32	-0.44	0.73	32	100.00	32	4.77
crossly	1	Abstract	3	10629	1076.66	437.05	29	0.20	1.17	29	93.55	31	1.92
crossness	3	Abstract	3	30745	1293.33	549.03	24	0.96	1.24	24	77.42	31	1.78
crossroad	8	Concrete	3	80551	885.87	286.44	31	-0.31	1.00	31	100.00	31	4.41
