verb,chapter,category,subcategory,extra_specifications,page
pulsate,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
quake,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
quiver,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
revolve,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
rocket,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
rotate,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
shake,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
stir,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
sway,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
swirl,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
teeter,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
throb,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
totter,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
tremble,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
undulate,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
vibrate,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
waft,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
wave,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
waver,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
wiggle,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
wobble,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
writhe,47.3,verbs of existence,verbs of modes of being involving motion,,p. 251
?in,47.4,verbs of existence,verbs of sound existence,,p. 252
echo,47.4,verbs of existence,verbs of sound existence,,p. 252
resonate,47.4,verbs of existence,verbs of sound existence,,p. 252
resound,47.4,verbs of existence,verbs of sound existence,,p. 252
reverberate,47.4,verbs of existence,verbs of sound existence,,p. 252
sound,47.4,verbs of existence,verbs of sound existence,,p. 252
abound,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
bustle,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
crawl,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
creep,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
hop,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
run,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
swarm,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
swim,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
teem,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
throng,47.5.1,verbs of existence,verbs of group existence,swarm verbs,p. 253
accumulate,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
aggregate,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
amass,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
assemble,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
cluster,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
collect,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
congregate,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
convene,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
flock,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
gather,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
group,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
herd,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
huddle,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
mass,47.5.2,verbs of existence,verbs of group existence,herd verbs,p. 254
bristle,47.5.3,verbs of existence,verbs of group existence,bulge verbs,p. 254
bulge,47.5.3,verbs of existence,verbs of group existence,bulge verbs,p. 254
seethe,47.5.3,verbs of existence,verbs of group existence,bulge verbs,p. 254
balance,47.6,verbs of existence,verbs of spatial configuration,,p. 255
bend,47.6,verbs of existence,verbs of spatial configuration,,p. 255
bow,47.6,verbs of existence,verbs of spatial configuration,,p. 255
crouch,47.6,verbs of existence,verbs of spatial configuration,,p. 255
dangle,47.6,verbs of existence,verbs of spatial configuration,,p. 255
flop,47.6,verbs of existence,verbs of spatial configuration,,p. 255
fly,47.6,verbs of existence,verbs of spatial configuration,,p. 255
hang,47.6,verbs of existence,verbs of spatial configuration,,p. 255
hover,47.6,verbs of existence,verbs of spatial configuration,,p. 255
jut,47.6,verbs of existence,verbs of spatial configuration,,p. 255
kneel,47.6,verbs of existence,verbs of spatial configuration,,p. 255
lean,47.6,verbs of existence,verbs of spatial configuration,,p. 255
lie,47.6,verbs of existence,verbs of spatial configuration,,p. 255
loll,47.6,verbs of existence,verbs of spatial configuration,,p. 255
loom,47.6,verbs of existence,verbs of spatial configuration,,p. 255
lounge,47.6,verbs of existence,verbs of spatial configuration,,p. 255
nestle,47.6,verbs of existence,verbs of spatial configuration,,p. 255
open,47.6,verbs of existence,verbs of spatial configuration,,p. 255
perch,47.6,verbs of existence,verbs of spatial configuration,,p. 255
plop,47.6,verbs of existence,verbs of spatial configuration,,p. 255
project,47.6,verbs of existence,verbs of spatial configuration,,p. 255
protrude,47.6,verbs of existence,verbs of spatial configuration,,p. 255
recline,47.6,verbs of existence,verbs of spatial configuration,,p. 255
rest,47.6,verbs of existence,verbs of spatial configuration,,p. 255
rise,47.6,verbs of existence,verbs of spatial configuration,,p. 255
roost,47.6,verbs of existence,verbs of spatial configuration,,p. 255
sag,47.6,verbs of existence,verbs of spatial configuration,,p. 255
sit,47.6,verbs of existence,verbs of spatial configuration,,p. 255
slope,47.6,verbs of existence,verbs of spatial configuration,,p. 255
slouch,47.6,verbs of existence,verbs of spatial configuration,,p. 255
slump,47.6,verbs of existence,verbs of spatial configuration,,p. 255
sprawl,47.6,verbs of existence,verbs of spatial configuration,,p. 255
squat,47.6,verbs of existence,verbs of spatial configuration,,p. 255
stand,47.6,verbs of existence,verbs of spatial configuration,,p. 255
stoop,47.6,verbs of existence,verbs of spatial configuration,,p. 255
straddle,47.6,verbs of existence,verbs of spatial configuration,,p. 255
swing,47.6,verbs of existence,verbs of spatial configuration,,p. 255
tilt,47.6,verbs of existence,verbs of spatial configuration,,p. 255
tower,47.6,verbs of existence,verbs of spatial configuration,,p. 255
cascade,47.7,verbs of existence,meander verbs,,p. 256
climb,47.7,verbs of existence,meander verbs,,p. 256
crawl,47.7,verbs of existence,meander verbs,,p. 256
cut,47.7,verbs of existence,meander verbs,,p. 256
drop,47.7,verbs of existence,meander verbs,,p. 256
go,47.7,verbs of existence,meander verbs,,p. 256
meander,47.7,verbs of existence,meander verbs,,p. 256
plunge,47.7,verbs of existence,meander verbs,,p. 256
run,47.7,verbs of existence,meander verbs,,p. 256
straggle,47.7,verbs of existence,meander verbs,,p. 256
stretch,47.7,verbs of existence,meander verbs,,p. 256
sweep,47.7,verbs of existence,meander verbs,,p. 256
tumble,47.7,verbs of existence,meander verbs,,p. 256
turn,47.7,verbs of existence,meander verbs,,p. 256
twist,47.7,verbs of existence,meander verbs,,p. 256
wander,47.7,verbs of existence,meander verbs,,p. 256
weave,47.7,verbs of existence,meander verbs,,p. 256
wind,47.7,verbs of existence,meander verbs,,p. 256
abut,47.8,verbs of existence,verbs of contiguous location,,p. 257
adjoin,47.8,verbs of existence,verbs of contiguous location,,p. 257
blanket,47.8,verbs of existence,verbs of contiguous location,,p. 257
border,47.8,verbs of existence,verbs of contiguous location,,p. 257
bound,47.8,verbs of existence,verbs of contiguous location,,p. 257
bracket,47.8,verbs of existence,verbs of contiguous location,,p. 257
bridge,47.8,verbs of existence,verbs of contiguous location,,p. 257
cap,47.8,verbs of existence,verbs of contiguous location,,p. 257
contain,47.8,verbs of existence,verbs of contiguous location,,p. 257
cover,47.8,verbs of existence,verbs of contiguous location,,p. 257
cross,47.8,verbs of existence,verbs of contiguous location,,p. 257
dominate,47.8,verbs of existence,verbs of contiguous location,,p. 257
edge,47.8,verbs of existence,verbs of contiguous location,,p. 257
encircle,47.8,verbs of existence,verbs of contiguous location,,p. 257
enclose,47.8,verbs of existence,verbs of contiguous location,,p. 257
fence,47.8,verbs of existence,verbs of contiguous location,,p. 257
fill,47.8,verbs of existence,verbs of contiguous location,,p. 257
flank,47.8,verbs of existence,verbs of contiguous location,,p. 257
follow,47.8,verbs of existence,verbs of contiguous location,,p. 257
frame,47.8,verbs of existence,verbs of contiguous location,,p. 257
head,47.8,verbs of existence,verbs of contiguous location,,p. 257
hit,47.8,verbs of existence,verbs of contiguous location,,p. 257
hug,47.8,verbs of existence,verbs of contiguous location,,p. 257
intersect,47.8,verbs of existence,verbs of contiguous location,,p. 257
line,47.8,verbs of existence,verbs of contiguous location,,p. 257
meet,47.8,verbs of existence,verbs of contiguous location,,p. 257
miss,47.8,verbs of existence,verbs of contiguous location,,p. 257
overhang,47.8,verbs of existence,verbs of contiguous location,,p. 257
precede,47.8,verbs of existence,verbs of contiguous location,,p. 257
rim,47.8,verbs of existence,verbs of contiguous location,,p. 257
ring,47.8,verbs of existence,verbs of contiguous location,,p. 257
skirt,47.8,verbs of existence,verbs of contiguous location,,p. 257
span,47.8,verbs of existence,verbs of contiguous location,,p. 257
